Indicator Code: CG0010
"Indicator Name: Communicable, maternal, perinatal and nutritional conditions"
Export date: 11/7/2023 4:28:38 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-B99, D50-D53, D64.9, E00-E02, E40-E46, E50-E64, G00-G04, G14, H65-H66, J00-J22, N70-N73, O00-O99, P00-P96, U04, U07.1, U07.2, U09.9, U10.9"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2006,Female,Age00,[0],63.00000000,57.27272727,,641.22137405,
AS,Asia,TUR,T?rkiye,2010,Female,Age00,[0],2557.00000000,50.66376065,,445.60002649,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1960,Male,Age01_04,[1-4],144.00000000,77.41935484,,263.25411335,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2010,Female,Age01_04,[1-4],3.00000000,15.78947368,,7.87298255,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2005,Female,Age01_04,[1-4],0.00000000,0.00000000,,0.00000000,
AS,Asia,TUR,T?rkiye,2012,Male,Age00,[0],3286.00000000,56.01772929,,533.24116018,
AS,Asia,TUR,T?rkiye,2013,Female,Age00,[0],3178.00000000,54.21357898,,536.77898826,
AS,Asia,TJK,Tajikistan,2004,Male,Age00,[0],758.00000000,61.37651822,,848.43464927,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2011,Unknown,Age01_04,[1-4],0.00000000,,,,
AS,Asia,TKM,Turkmenistan,1981,All,Age00,[0],5008.00000000,89.87796123,,5131.14754100,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2012,Female,Age01_04,[1-4],4.00000000,25.00000000,,10.36726019,
AS,Asia,TUR,T?rkiye,2011,Male,Age01_04,[1-4],136.00000000,10.86261981,,5.28080281,
AS,Asia,TUR,T?rkiye,2011,Female,Age01_04,[1-4],115.00000000,11.02588686,,4.71221383,
AS,Asia,TKM,Turkmenistan,1985,All,Age00,[0],5298.00000000,88.50651520,,4734.58445040,
EU,Europe,ESP,Spain,2004,Male,Age01_04,[1-4],21.00000000,10.29411765,,2.41764744,
EU,Europe,ESP,Spain,2004,Female,Age00,[0],431.00000000,55.32734275,,199.45577728,
EU,Europe,ESP,Spain,2005,Female,Age01_04,[1-4],23.00000000,14.64968153,,2.70876639,
EU,Europe,ESP,Spain,2006,All,Age00,[0],958.00000000,56.22065728,,207.15260314,
EU,Europe,ESP,Spain,2006,Male,Age00,[0],556.00000000,56.61914460,,233.26061420,
EU,Europe,ESP,Spain,2007,All,Age01_04,[1-4],49.00000000,12.72727273,,2.65016856,
EU,Europe,ESP,Spain,2007,Male,Age01_04,[1-4],28.00000000,13.72549020,,2.94227983,
EU,Europe,ESP,Spain,2009,Female,Age00,[0],394.00000000,54.95118550,,161.21244855,
EU,Europe,ESP,Spain,2010,Male,Age01_04,[1-4],19.00000000,9.94764398,,1.87265364,
EU,Europe,ESP,Spain,2010,Female,Age01_04,[1-4],19.00000000,11.44578313,,1.98569464,
EU,Europe,ESP,Spain,2011,All,Age00,[0],862.00000000,57.27574751,,176.77228571,
EU,Europe,ESP,Spain,2011,Male,Age00,[0],473.00000000,57.82396088,,188.15386451,
EU,Europe,ESP,Spain,2012,Female,Age00,[0],374.00000000,59.17721519,,167.10080110,
EU,Europe,ESP,Spain,2013,Female,Age01_04,[1-4],19.00000000,13.86861314,,2.03209860,
EU,Europe,ESP,Spain,2014,All,Age00,[0],782.00000000,63.47402597,,186.00447172,
EU,Europe,ESP,Spain,2014,Male,Age00,[0],450.00000000,65.98240469,,207.61820396,
AS,Asia,LKA,Sri Lanka,1955,Male,Age01_04,[1-4],5631.00000000,67.17165692,,1234.86842110,
AS,Asia,LKA,Sri Lanka,1955,Female,Age00,[0],6678.00000000,64.40972222,,6483.49514560,
AS,Asia,LKA,Sri Lanka,1956,All,Age00,[0],14420.00000000,66.70675857,,4752.80158210,
AS,Asia,TUR,T?rkiye,2012,All,Age00,[0],5984.00000000,54.78850027,,498.82109336,
AS,Asia,TUR,T?rkiye,2013,Unknown,Age01_04,[1-4],0.00000000,,,,
AS,Asia,TJK,Tajikistan,2000,All,Age01_04,[1-4],876.00000000,71.68576105,,125.58095528,
AS,Asia,TJK,Tajikistan,2004,All,Age01_04,[1-4],509.00000000,56.93512304,,76.80665396,
AS,Asia,TUR,T?rkiye,2014,All,Age00,[0],8573.00000000,57.33297666,,682.78277186,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2002,Female,Age01_04,[1-4],10.00000000,32.25806452,,28.78774793,
AS,Asia,TKM,Turkmenistan,1981,Male,Age01_04,[1-4],1806.00000000,83.68860056,,1032.00000000,
AS,Asia,TKM,Turkmenistan,1982,All,Age01_04,[1-4],2918.00000000,81.50837989,,824.06099972,
AS,Asia,TKM,Turkmenistan,1986,All,Age01_04,[1-4],3525.00000000,81.48404993,,884.34520823,
AS,Asia,TKM,Turkmenistan,1990,All,Age01_04,[1-4],1610.00000000,67.78947368,,352.76073620,
AS,Asia,TKM,Turkmenistan,1988,Male,Age00,[0],3339.00000000,85.96807415,,5438.11074920,
AS,Asia,TKM,Turkmenistan,1989,Male,Age01_04,[1-4],1105.00000000,70.96981374,,491.11111111,
AS,Asia,TKM,Turkmenistan,1990,Male,Age00,[0],2573.00000000,80.00621891,,4176.94805190,
AS,Asia,TKM,Turkmenistan,1992,All,Age01_04,[1-4],1560.00000000,69.54971021,,332.33915637,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2007,All,Age01_04,[1-4],8.00000000,17.77777778,,10.63490375,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1974,All,Age01_04,[1-4],96.00000000,58.18181818,,103.87924038,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,1985,Male,Age00,[0],134.00000000,63.80952381,,837.50000000,
NAC,North America and the Caribbean,TTO,Trinidad and Tobago,2007,Male,Age01_04,[1-4],4.00000000,20.00000000,,10.48410348,
AS,Asia,LKA,Sri Lanka,1957,Male,Age00,[0],8485.00000000,68.42741935,,5394.15130320,
AS,Asia,LKA,Sri Lanka,1957,Female,Age01_04,[1-4],5745.00000000,67.52468265,,984.23847867,
AS,Asia,LKA,Sri Lanka,1958,All,Age01_04,[1-4],10658.00000000,66.50443030,,875.11289925,
AS,Asia,LKA,Sri Lanka,1958,Female,Age00,[0],6727.00000000,68.91711915,,4337.20180530,
AS,Asia,LKA,Sri Lanka,1959,All,Age00,[0],14767.00000000,72.03414634,,4397.55807030,
AS,Asia,LKA,Sri Lanka,1959,Male,Age01_04,[1-4],4082.00000000,65.84933054,,652.18085956,
AS,Asia,LKA,Sri Lanka,1960,Male,Age00,[0],8382.00000000,74.03939581,,4859.13043480,
AS,Asia,LKA,Sri Lanka,1960,Female,Age01_04,[1-4],4724.00000000,69.09463215,,751.87012574,
AS,Asia,LKA,Sri Lanka,1961,All,Age01_04,[1-4],7376.00000000,66.22373855,,561.21129118,
AS,Asia,LKA,Sri Lanka,1962,Male,Age01_04,[1-4],3206.00000000,63.12266194,,483.34087140,
AS,Asia,LKA,Sri Lanka,1962,Female,Age00,[0],6276.00000000,71.58663169,,3292.75970620,
AS,Asia,LKA,Sri Lanka,1963,All,Age00,[0],14775.00000000,72.31657775,,4339.20704850,
AS,Asia,LKA,Sri Lanka,1965,All,Age01_04,[1-4],5989.00000000,60.64810127,,437.94125927,
AS,Asia,LKA,Sri Lanka,1965,Female,Age00,[0],6643.00000000,75.09608863,,4014.79484840,
AS,Asia,LKA,Sri Lanka,1966,All,Age00,[0],15031.00000000,75.15875794,,4400.05971740,
AS,Asia,LKA,Sri Lanka,1967,Male,Age00,[0],7489.00000000,76.06134471,,4214.40630280,
AS,Asia,LKA,Sri Lanka,1967,Female,Age01_04,[1-4],2758.00000000,57.26744186,,375.34022863,
AS,Asia,LKA,Sri Lanka,1968,All,Age01_04,[1-4],5066.00000000,56.65399240,,331.76162410,
AS,Asia,LKA,Sri Lanka,1980,Male,Age00,[0],5791.00000000,72.48716986,,2816.63424120,
CSA,Central and South America,PAN,Panama,1982,All,Age00,[0],735.00000000,67.43119266,,1336.36363640,
CSA,Central and South America,PAN,Panama,1982,All,Age01_04,[1-4],210.00000000,48.49884527,,95.45454546,
CSA,Central and South America,PAN,Panama,2008,All,Age00,[0],498.00000000,56.78449259,,677.24695035,
CSA,Central and South America,PAN,Panama,1983,Female,Age00,[0],325.00000000,64.48412698,,1160.71428570,
CSA,Central and South America,PAN,Panama,1983,Female,Age01_04,[1-4],80.00000000,49.07975460,,74.07407407,
CSA,Central and South America,PAN,Panama,2008,Female,Age01_04,[1-4],76.00000000,52.05479452,,54.18276703,
CSA,Central and South America,PAN,Panama,1971,Male,Age00,[0],772.00000000,65.59048428,,3088.00000000,
CSA,Central and South America,PAN,Panama,1971,Male,Age01_04,[1-4],475.00000000,67.47159091,,465.68627451,
CSA,Central and South America,PAN,Panama,2009,Male,Age00,[0],290.00000000,59.67078189,,757.97177209,
CSA,Central and South America,PAN,Panama,1972,Female,Age00,[0],558.00000000,63.84439359,,2146.15384620,
EU,Europe,MKD,North Macedonia,2001,Female,Age00,[0],82.00000000,64.56692913,,682.93495461,
EU,Europe,MKD,North Macedonia,2001,Female,Age01_04,[1-4],5.00000000,21.73913043,,9.86543546,
CSA,Central and South America,PRY,Paraguay,2001,Female,Age00,[0],560.00000000,75.77807848,,807.59135877,
EU,Europe,NOR,Norway,2008,All,Age00,[0],91.00000000,55.82822086,,152.55658005,
EU,Europe,NOR,Norway,2008,All,Age01_04,[1-4],3.00000000,7.31707317,,1.26858477,
CSA,Central and South America,PRY,Paraguay,2003,All,Age00,[0],1251.00000000,73.97989355,,932.57296209,
CSA,Central and South America,PAN,Panama,1988,Male,Age01_04,[1-4],85.00000000,45.45454545,,68.69741617,
CSA,Central and South America,PAN,Panama,1989,Female,Age00,[0],274.00000000,62.13151927,,884.04207266,
CSA,Central and South America,PRY,Paraguay,2003,Female,Age01_04,[1-4],88.00000000,49.71751412,,32.09441594,
CSA,Central and South America,PAN,Panama,1989,Female,Age01_04,[1-4],59.00000000,39.86486486,,49.52822269,
CSA,Central and South America,PAN,Panama,1999,Female,Age00,[0],257.00000000,59.08045977,,746.74569967,
CSA,Central and South America,PRY,Paraguay,2004,Female,Age00,[0],546.00000000,74.28571429,,851.38232680,
CSA,Central and South America,PRY,Paraguay,2005,Female,Age00,[0],596.00000000,72.50608273,,939.14468501,
CSA,Central and South America,PAN,Panama,1999,Female,Age01_04,[1-4],69.00000000,47.26027397,,52.61151353,
CSA,Central and South America,PAN,Panama,2000,Female,Age00,[0],297.00000000,59.87903226,,852.71317829,
CSA,Central and South America,PAN,Panama,2000,Female,Age01_04,[1-4],88.00000000,48.61878453,,66.31949416,
CSA,Central and South America,PAN,Panama,1979,All,Age00,[0],885.00000000,65.21739130,,1552.63157890,
CSA,Central and South America,PAN,Panama,2001,All,Age00,[0],632.00000000,60.01899335,,886.40794401,
CSA,Central and South America,PAN,Panama,2001,All,Age01_04,[1-4],176.00000000,47.18498660,,63.91586348,
CSA,Central and South America,PAN,Panama,1979,All,Age01_04,[1-4],347.00000000,56.51465798,,137.15415020,
CSA,Central and South America,PAN,Panama,2001,Male,Age01_04,[1-4],83.00000000,43.22916667,,59.12017779,
CSA,Central and South America,PAN,Panama,2007,Female,Age00,[0],260.00000000,61.17647059,,736.64825046,
CSA,Central and South America,PAN,Panama,2007,Female,Age01_04,[1-4],99.00000000,57.55813953,,71.22097206,
CSA,Central and South America,PAN,Panama,2008,Male,Age00,[0],282.00000000,58.02469136,,750.13965366,
AS,Asia,LKA,Sri Lanka,1981,All,Age00,[0],9237.00000000,73.85464140,,2143.15545240,
AS,Asia,LKA,Sri Lanka,1981,Female,Age01_04,[1-4],925.00000000,46.38916750,,122.03166227,
AS,Asia,LKA,Sri Lanka,1982,Male,Age00,[0],4413.00000000,62.58686711,,2081.60377360,
AS,Asia,LKA,Sri Lanka,1982,Female,Age00,[0],3471.00000000,63.88735505,,1709.85221670,
AS,Asia,LKA,Sri Lanka,1983,Female,Age00,[0],4119.00000000,79.01400345,,2029.06403940,
AS,Asia,LKA,Sri Lanka,1984,All,Age01_04,[1-4],2288.00000000,48.89933747,,149.44480732,
AS,Asia,LKA,Sri Lanka,1984,Female,Age00,[0],3728.00000000,79.65811966,,1818.53658540,
AS,Asia,LKA,Sri Lanka,1985,All,Age01_04,[1-4],1438.00000000,43.36550060,,92.47588424,
AS,Asia,LKA,Sri Lanka,1985,Female,Age00,[0],3155.00000000,75.38829152,,1516.82692310,
AS,Asia,LKA,Sri Lanka,1986,All,Age01_04,[1-4],1157.00000000,40.94125973,,73.13064914,
AS,Asia,LKA,Sri Lanka,1986,Male,Age00,[0],3540.00000000,75.65719171,,1595.31320410,
AS,Asia,LKA,Sri Lanka,1996,All,Age00,[0],4466.00000000,79.63623395,,1268.49413900,
AS,Asia,LKA,Sri Lanka,1996,Male,Age01_04,[1-4],165.00000000,27.54590985,,23.77620967,
AS,Asia,LKA,Sri Lanka,1996,Female,Age00,[0],1977.00000000,79.08000000,,1140.80288980,
AS,Asia,LKA,Sri Lanka,1997,All,Age00,[0],4116.00000000,72.02099738,,1190.74826780,
AS,Asia,LKA,Sri Lanka,1998,Male,Age01_04,[1-4],137.00000000,24.37722420,,20.17747340,
AS,Asia,LKA,Sri Lanka,1998,Female,Age01_04,[1-4],185.00000000,31.62393162,,28.22492673,
AS,Asia,LKA,Sri Lanka,1999,Male,Age00,[0],1644.00000000,66.82926829,,966.10976276,
AS,Asia,LKA,Sri Lanka,2000,All,Age00,[0],3394.00000000,72.84825070,,1024.40585060,
AS,Asia,LKA,Sri Lanka,2001,All,Age01_04,[1-4],199.00000000,21.65397171,,15.18403586,
AS,Asia,LKA,Sri Lanka,2001,Male,Age01_04,[1-4],98.00000000,19.87829615,,14.65753712,
AS,Asia,LKA,Sri Lanka,2001,Female,Age01_04,[1-4],101.00000000,23.70892019,,15.73220975,
AS,Asia,LKA,Sri Lanka,2002,Male,Age00,[0],1823.00000000,76.69331090,,1033.23584760,
AS,Asia,LKA,Sri Lanka,2003,All,Age00,[0],3172.00000000,75.52380952,,893.28207944,
AS,Asia,LKA,Sri Lanka,2004,All,Age01_04,[1-4],190.00000000,19.00000000,,13.98701269,
AS,Asia,LKA,Sri Lanka,2004,Male,Age01_04,[1-4],93.00000000,17.78202677,,13.43462754,
AS,Asia,LKA,Sri Lanka,2005,All,Age00,[0],2480.00000000,59.75903614,,669.60066960,
AS,Asia,LKA,Sri Lanka,2006,Female,Age00,[0],1288.00000000,73.85321101,,707.09011556,
AS,Asia,LKA,Sri Lanka,2007,Female,Age01_04,[1-4],76.00000000,24.75570033,,10.80515463,
AS,Asia,LKA,Sri Lanka,2009,All,Age00,[0],2363.00000000,66.26472238,,657.41884508,
AS,Asia,LKA,Sri Lanka,2009,Male,Age00,[0],1355.00000000,68.15895372,,738.34316883,
AS,Asia,LKA,Sri Lanka,2010,All,Age01_04,[1-4],165.00000000,19.50354610,,11.51366288,
AS,Asia,LKA,Sri Lanka,2011,Female,Age01_04,[1-4],59.00000000,22.09737828,,8.37977718,
AS,Asia,LKA,Sri Lanka,2012,Male,Age00,[0],1149.00000000,69.05048077,,647.07240566,
AS,Asia,LKA,Sri Lanka,2013,All,Age01_04,[1-4],121.00000000,22.83018868,,8.59117509,
AS,Asia,LKA,Sri Lanka,2013,Male,Age01_04,[1-4],70.00000000,22.58064516,,9.81490491,
CSA,Central and South America,SUR,Suriname,1963,Male,Age01_04,[1-4],45.00000000,43.26923077,,182.71885659,
CSA,Central and South America,SUR,Suriname,1963,Female,Age00,[0],136.00000000,58.36909871,,2100.71053440,
CSA,Central and South America,SUR,Suriname,1964,All,Age00,[0],305.00000000,59.92141454,,2313.58567850,
CSA,Central and South America,SUR,Suriname,1966,Female,Age00,[0],101.00000000,57.06214689,,1603.17460320,
CSA,Central and South America,SUR,Suriname,1971,All,Age00,[0],179.00000000,33.27137546,,1278.57142860,
CSA,Central and South America,SUR,Suriname,1976,Male,Age00,[0],189.00000000,83.25991189,,2700.00000000,
CSA,Central and South America,SUR,Suriname,1977,Male,Age00,[0],159.00000000,81.12244898,,2239.43661970,
CSA,Central and South America,SUR,Suriname,1977,Female,Age00,[0],132.00000000,81.48148148,,1913.04347830,
CSA,Central and South America,SUR,Suriname,1978,All,Age01_04,[1-4],33.00000000,50.00000000,,67.76180698,
CSA,Central and South America,SUR,Suriname,1978,Female,Age00,[0],177.00000000,82.32558140,,2528.57142860,
CSA,Central and South America,SUR,Suriname,1979,All,Age01_04,[1-4],33.00000000,42.85714286,,88.52643721,
CSA,Central and South America,SUR,Suriname,1979,Male,Age00,[0],116.00000000,72.95597484,,2712.81571560,
CSA,Central and South America,SUR,Suriname,1980,All,Age00,[0],261.00000000,76.09329446,,3054.41778820,
CSA,Central and South America,SUR,Suriname,1980,Male,Age01_04,[1-4],19.00000000,63.33333333,,102.61949770,
CSA,Central and South America,SUR,Suriname,1982,Female,Age00,[0],103.00000000,79.23076923,,2019.60784310,
CSA,Central and South America,SUR,Suriname,1990,All,Age00,[0],144.00000000,76.19047619,,1440.00000000,
CSA,Central and South America,SUR,Suriname,1991,All,Age01_04,[1-4],24.00000000,41.37931034,,56.91384667,
CSA,Central and South America,SUR,Suriname,1992,All,Age00,[0],90.00000000,79.64601770,,859.27057476,
CSA,Central and South America,SUR,Suriname,1992,Female,Age01_04,[1-4],7.00000000,43.75000000,,34.08482252,
CSA,Central and South America,SUR,Suriname,1995,All,Age01_04,[1-4],20.00000000,50.00000000,,45.89261129,
CSA,Central and South America,SUR,Suriname,1995,Male,Age01_04,[1-4],15.00000000,57.69230769,,66.60450246,
CSA,Central and South America,SUR,Suriname,1996,All,Age01_04,[1-4],21.00000000,50.00000000,,48.39936389,
CSA,Central and South America,SUR,Suriname,1996,Male,Age01_04,[1-4],9.00000000,50.00000000,,40.18395321,
CSA,Central and South America,SUR,Suriname,1997,Unknown,Age01_04,[1-4],1.00000000,100.00000000,,,
CSA,Central and South America,SUR,Suriname,1999,Female,Age01_04,[1-4],4.00000000,16.66666667,,19.19017463,
CSA,Central and South America,SUR,Suriname,2000,All,Age01_04,[1-4],34.00000000,49.27536232,,79.38731671,
CSA,Central and South America,SUR,Suriname,2000,Male,Age01_04,[1-4],19.00000000,55.88235294,,86.16389279,
CSA,Central and South America,SUR,Suriname,2002,Female,Age01_04,[1-4],7.00000000,31.81818182,,34.06989195,
CSA,Central and South America,SUR,Suriname,2003,Male,Age00,[0],66.00000000,73.33333333,,1179.83553810,
CSA,Central and South America,SUR,Suriname,2004,All,Age01_04,[1-4],22.00000000,41.50943396,,51.64198024,
CSA,Central and South America,SUR,Suriname,2004,Male,Age01_04,[1-4],10.00000000,32.25806452,,45.25910840,
CSA,Central and South America,SUR,Suriname,2005,Female,Age01_04,[1-4],7.00000000,38.88888889,,34.18970402,
CSA,Central and South America,SUR,Suriname,2006,Female,Age00,[0],57.00000000,67.85714286,,1098.05432480,
CSA,Central and South America,SUR,Suriname,2007,All,Age01_04,[1-4],8.00000000,23.52941176,,18.88484963,
CSA,Central and South America,SUR,Suriname,2007,Male,Age01_04,[1-4],4.00000000,20.00000000,,18.25483753,
CSA,Central and South America,SUR,Suriname,2008,All,Age00,[0],129.00000000,72.06703911,,1228.33745950,
CSA,Central and South America,SUR,Suriname,2009,Female,Age00,[0],52.00000000,61.17647059,,1031.95078390,
CSA,Central and South America,SUR,Suriname,2010,Female,Age01_04,[1-4],3.00000000,21.42857143,,14.84340211,
CSA,Central and South America,SUR,Suriname,2010,Unknown,Age00,[0],1.00000000,100.00000000,,,
CSA,Central and South America,SUR,Suriname,2011,Male,Age01_04,[1-4],5.00000000,31.25000000,,23.08722353,
CSA,Central and South America,SUR,Suriname,2012,All,Age00,[0],103.00000000,73.57142857,,975.74838954,
CSA,Central and South America,SUR,Suriname,2012,Male,Age00,[0],41.00000000,68.33333333,,748.58499178,
CSA,Central and South America,SUR,Suriname,2014,Female,Age00,[0],53.00000000,80.30303030,,1025.54179570,
EU,Europe,SWE,Sweden,1951,Male,Age01_04,[1-4],81.00000000,24.03560831,,32.29665072,
EU,Europe,SWE,Sweden,1951,Female,Age00,[0],769.00000000,77.44209466,,1434.70149250,
EU,Europe,SWE,Sweden,1952,All,Age00,[0],1633.00000000,73.99184413,,1509.24214420,
CSA,Central and South America,SUR,Suriname,1986,All,Age00,[0],213.00000000,78.88888889,,1857.34216950,
EU,Europe,SWE,Sweden,1954,Female,Age00,[0],575.00000000,74.19354839,,1118.67704280,
EU,Europe,SWE,Sweden,1955,All,Age00,[0],1377.00000000,73.59700695,,1316.44359460,
EU,Europe,SWE,Sweden,1956,Male,Age00,[0],789.00000000,73.94564199,,1442.41316270,
EU,Europe,SWE,Sweden,1956,Female,Age01_04,[1-4],49.00000000,28.82352941,,23.69439072,
EU,Europe,SWE,Sweden,1957,All,Age01_04,[1-4],112.00000000,27.79156328,,26.37776731,
EU,Europe,SWE,Sweden,1958,Male,Age01_04,[1-4],66.00000000,29.59641256,,30.31694993,
CSA,Central and South America,SUR,Suriname,1966,All,Age01_04,[1-4],63.00000000,38.18181818,,123.64335760,
EU,Europe,SWE,Sweden,1959,Female,Age01_04,[1-4],39.00000000,27.46478873,,19.05227162,
EU,Europe,SWE,Sweden,1961,Male,Age01_04,[1-4],45.00000000,22.95918367,,21.06741573,
EU,Europe,SWE,Sweden,1961,Female,Age00,[0],490.00000000,70.30129125,,985.91549296,
EU,Europe,SWE,Sweden,1962,All,Age00,[0],1207.00000000,72.93051360,,1156.13026820,
EU,Europe,SWE,Sweden,1963,Male,Age00,[0],710.00000000,70.01972387,,1272.40143370,
EU,Europe,SWE,Sweden,1963,Female,Age01_04,[1-4],31.00000000,27.19298246,,15.46134663,
EU,Europe,SWE,Sweden,1964,All,Age01_04,[1-4],46.00000000,17.10037175,,11.00215260,
AS,Asia,LKA,Sri Lanka,2012,All,Age00,[0],2060.00000000,68.71247498,,592.41706161,
AS,Asia,LKA,Sri Lanka,2010,Male,Age01_04,[1-4],94.00000000,19.54261954,,12.99640387,
EU,Europe,SWE,Sweden,1954,All,Age01_04,[1-4],120.00000000,27.45995423,,27.19238613,
CSA,Central and South America,SUR,Suriname,2006,Male,Age00,[0],71.00000000,78.02197802,,1294.20342690,
EU,Europe,SWE,Sweden,1966,Female,Age01_04,[1-4],24.00000000,21.05263158,,10.85972851,
EU,Europe,SWE,Sweden,1967,All,Age01_04,[1-4],60.00000000,24.00000000,,12.73614944,
EU,Europe,SWE,Sweden,1968,Male,Age01_04,[1-4],36.00000000,22.36024845,,14.52784504,
EU,Europe,SWE,Sweden,1968,Female,Age00,[0],399.00000000,65.19607843,,711.22994652,
EU,Europe,SWE,Sweden,1969,All,Age00,[0],795.00000000,63.54916067,,733.39483395,
EU,Europe,SWE,Sweden,1970,All,Age00,[0],821.00000000,67.73927393,,766.57329599,
EU,Europe,SWE,Sweden,1972,Male,Age00,[0],463.00000000,63.25136612,,803.81944444,
CSA,Central and South America,SUR,Suriname,1998,Female,Age00,[0],49.00000000,72.05882353,,941.94540561,
EU,Europe,SWE,Sweden,1973,Male,Age00,[0],376.00000000,61.84210526,,661.97183099,
EU,Europe,SWE,Sweden,1973,Female,Age00,[0],257.00000000,54.44915254,,478.58472998,
EU,Europe,SWE,Sweden,1974,All,Age01_04,[1-4],23.00000000,11.85567010,,5.20361991,
EU,Europe,SWE,Sweden,1974,Female,Age00,[0],262.00000000,58.22222222,,494.33962264,
EU,Europe,SWE,Sweden,1975,All,Age01_04,[1-4],27.00000000,13.84615385,,6.07287449,
CSA,Central and South America,SUR,Suriname,1991,Female,Age00,[0],59.00000000,64.83516484,,1173.66222400,
EU,Europe,SWE,Sweden,1977,Male,Age01_04,[1-4],18.00000000,16.36363636,,8.13008130,
CSA,Central and South America,SUR,Suriname,1980,Female,Age00,[0],86.00000000,69.91869919,,2053.48615090,
EU,Europe,SWE,Sweden,1978,Male,Age01_04,[1-4],6.00000000,7.59493671,,2.79329609,
EU,Europe,SWE,Sweden,1978,Female,Age01_04,[1-4],5.00000000,7.14285714,,2.44140625,
EU,Europe,SWE,Sweden,1979,All,Age00,[0],338.00000000,46.94444444,,357.67195767,
EU,Europe,SWE,Sweden,1979,Female,Age01_04,[1-4],12.00000000,16.21621622,,6.08828006,
EU,Europe,SWE,Sweden,1980,All,Age00,[0],326.00000000,48.65671642,,338.17427386,
CSA,Central and South America,SUR,Suriname,1984,Male,Age01_04,[1-4],21.00000000,48.83720930,,99.05660377,
EU,Europe,SWE,Sweden,1982,Male,Age00,[0],140.00000000,41.29793510,,292.88702929,
EU,Europe,SWE,Sweden,1983,Male,Age00,[0],150.00000000,45.18072289,,316.45569620,
EU,Europe,SWE,Sweden,1983,Female,Age00,[0],140.00000000,44.72843450,,312.50000000,
EU,Europe,SWE,Sweden,1984,All,Age01_04,[1-4],15.00000000,17.24137931,,3.94944708,
EU,Europe,SWE,Sweden,1966,Male,Age00,[0],649.00000000,70.39045553,,1036.74121410,
EU,Europe,SWE,Sweden,1984,Female,Age00,[0],106.00000000,42.23107570,,236.08017817,
EU,Europe,SWE,Sweden,1985,All,Age01_04,[1-4],16.00000000,14.54545455,,4.24966799,
CSA,Central and South America,SUR,Suriname,2014,Male,Age00,[0],60.00000000,69.76744186,,1078.55473670,
EU,Europe,SWE,Sweden,1987,Male,Age01_04,[1-4],11.00000000,18.03278689,,5.54435484,
EU,Europe,SWE,Sweden,1988,Female,Age01_04,[1-4],7.00000000,13.72549020,,3.61944157,
EU,Europe,SWE,Sweden,1989,All,Age00,[0],250.00000000,37.36920777,,219.49078139,
EU,Europe,SWE,Sweden,1989,Female,Age01_04,[1-4],9.00000000,15.78947368,,4.46207238,
EU,Europe,SWE,Sweden,1990,All,Age00,[0],279.00000000,37.75372124,,232.69391159,
EU,Europe,SWE,Sweden,1991,All,Age00,[0],271.00000000,35.98937583,,226.02168474,
EU,Europe,SWE,Sweden,1991,Male,Age00,[0],150.00000000,35.88516746,,243.90243902,
EU,Europe,SWE,Sweden,1992,Male,Age00,[0],128.00000000,34.68834688,,202.53164557,
EU,Europe,SWE,Sweden,1993,Female,Age00,[0],99.00000000,41.77215190,,169.23076923,
EU,Europe,SWE,Sweden,1994,All,Age01_04,[1-4],13.00000000,12.87128713,,2.63959391,
EU,Europe,SWE,Sweden,1994,Female,Age00,[0],82.00000000,38.31775701,,146.16755793,
EU,Europe,SWE,Sweden,1995,All,Age01_04,[1-4],12.00000000,14.28571429,,2.46659815,
CSA,Central and South America,SUR,Suriname,2013,All,Age01_04,[1-4],10.00000000,38.46153846,,23.82994948,
EU,Europe,SWE,Sweden,1973,All,Age01_04,[1-4],27.00000000,14.43850267,,6.10031631,
EU,Europe,SWE,Sweden,1997,Female,Age01_04,[1-4],8.00000000,18.60465116,,3.70541918,
EU,Europe,SWE,Sweden,1984,Male,Age00,[0],153.00000000,43.71428571,,320.75471698,
EU,Europe,SVK,Slovakia,2006,Male,Age00,[0],109.00000000,53.43137255,,393.70078740,
EU,Europe,SVK,Slovakia,2006,Male,Age01_04,[1-4],8.00000000,18.18181818,,7.49568998,
EU,Europe,SVK,Slovakia,2006,Female,Age01_04,[1-4],4.00000000,14.28571429,,3.95424934,
EU,Europe,SVK,Slovakia,2007,All,Age00,[0],179.00000000,53.59281437,,331.65959497,
EU,Europe,SVK,Slovakia,2007,All,Age01_04,[1-4],14.00000000,18.66666667,,6.63082862,
EU,Europe,SVK,Slovakia,2007,Male,Age00,[0],100.00000000,52.91005291,,361.36306147,
